,anime_id,name,genre,type,episodes,rating,members
2384,1531,Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!,"Comedy, Ecchi, Fantasy, Romance, Slice of Life",OVA,1,7.28,26234
2385,4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,7.28,243448
2386,2747,Tetsuwan Atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193,7.28,5332
2387,12695,Tight-rope,"Romance, Shounen Ai",OVA,2,7.28,18866
2389,6951,Yu☆Gi☆Oh!: Chou Yuugou! Toki wo Koeta Kizuna,"Adventure, Game, Shounen",Special,1,7.28,18651
2390,5196,Aria The Origination Picture Drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7,7.27,7014
2391,369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,7.27,47280
2393,1352,Cyber City Oedo 808,"Action, Adventure, Police, Sci-Fi",OVA,3,7.27,8970
2397,10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",ONA,4,7.27,11981
2399,384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335
2400,2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",TV,45,7.27,5118
2402,650,Gunsmith Cats,"Action, Comedy, Police, Seinen",OVA,3,7.27,15176
2403,18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",OVA,1,7.27,14622
2404,990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,7.27,32828
2405,144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.27,41960
2406,1145,Kaze no Youjinbou,"Action, Drama, Mystery, Shounen",TV,25,7.27,5646
2407,1086,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,13265
2409,10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",Special,1,7.27,35243
2411,17819,Kyoto Animation: Suiei-hen,Sports,Special,1,7.27,8347
2412,279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,7.27,20859
2414,1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5772
2415,1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037
2416,10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.27,30378
2417,31645,Persona 5 the Animation: The Day Breakers,"Action, Fantasy, Seinen, Supernatural",Special,1,7.27,12779
2421,5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power",TV,9,7.27,24799
2423,1144,Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama, Romance, Sci-Fi, Shounen",Movie,1,7.27,10233
2424,4705,Tengen Toppa Gurren Lagann: Parallel Works,Music,Music,8,7.27,22213
2425,22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",OVA,2,7.27,21616
2426,16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo",OVA,1,7.27,46837
2431,2225,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",TV,52,7.26,12014
2432,10647,Ao no Exorcist: Ura Ex,"Action, Fantasy, Shounen, Supernatural",Special,10,7.26,43615
2436,31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",TV,12,7.26,13346
2440,4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"Adventure, Fantasy",Special,1,7.26,10516
2441,6361,ef: A Tale of Memories. - Prologue,"Drama, Music",Special,1,7.26,21002
2442,13183,Fate/Zero Remix,"Action, Fantasy, Supernatural",Special,2,7.26,10824
2443,380,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3,7.26,14863
2445,243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,7.26,67916
2446,1016,Gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,2,7.26,22648
2447,3299,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,7.26,64975
2448,9958,Hayate no Gotoku! Heaven Is a Place on Earth,"Comedy, Harem, Parody",Movie,1,7.26,22973
2449,23153,Hayate no Gotoku! OVA,"Comedy, Harem, Parody, Romance, Shounen",OVA,3,7.26,6001
2451,2602,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,13,7.26,25814
2452,5717,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",Special,2,7.26,24379
2453,31610,Kyoukai no Rinne (TV) 2nd Season,"Comedy, Romance, School, Shounen, Supernatural",TV,25,7.26,15519
2454,631,Mahoromatic Summer Special,"Comedy, Ecchi, Romance, Sci-Fi",Special,1,7.26,7945
2456,14817,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space",Movie,1,7.26,7787
2457,12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody",TV,51,7.26,29989
2458,19511,Naruto Shippuuden: Sunny Side Battle,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.26,13014
2460,15649,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life",ONA,64,7.26,9208
2463,22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,Special,1,7.26,13238
2464,33004,Tanaka-kun wa Kyou mo Kedaruge,"Comedy, School",Special,35,7.26,10434
2465,3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.26,5743
2467,732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,7.26,42377
2468,394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,7.25,37944
2469,14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",OVA,1,7.25,59965
2470,9539,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65,7.25,24821
2471,5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",Special,9,7.25,22926
2472,1132,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,7.25,74929
2476,4246,Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,1,7.25,32514
2477,1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,7.25,5384
2478,12419,Guilty Crown Kiseki: Reassortment,"Action, Sci-Fi, Super Power",Special,1,7.25,21388
2479,13161,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12,7.25,156044
2480,11785,Haiyore! Nyaruko-san,"Comedy, Parody, Sci-Fi",TV,12,7.25,154595
2483,16033,Karneval,"Fantasy, Sci-Fi, Shoujo",OVA,1,7.25,11320
2485,15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural",ONA,5,7.25,17584
2486,206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,27,7.25,16288
2488,30014,Momokuri,"Comedy, Romance, Slice of Life",ONA,26,7.25,26147
2489,13409,Moyashimon Returns,"Comedy, School, Supernatural",TV,11,7.25,16251
2491,1732,Negima!? Natsu Special!?,"Comedy, Ecchi, Fantasy, Romance",OVA,1,7.25,12554
2492,459,One Piece Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.25,46455
2495,1538,Pumpkin Scissors,"Action, Comedy, Drama, Military",TV,24,7.25,23931
2500,22359,Sanzoku no Musume Ronja,Adventure,TV,26,7.25,15236
2501,12823,Shakugan no Shana III (Final) Specials,"Comedy, Parody",Special,2,7.25,13494
2502,3221,Shakugan no Shana Movie Special,"Adventure, Comedy, Fantasy, Parody",Special,1,7.25,19488
2504,19211,Suisei no Gargantia Specials,"Action, Mecha, Sci-Fi",Special,2,7.24,25383
2505,8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Comedy,Special,4,7.25,5067
2506,1133,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,7.25,17943
2507,6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,"Ecchi, Music",Music,1,7.25,18991
2508,53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,24,7.24,66597
2509,7059,Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life",OVA,1,7.24,130665
2513,12879,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery",OVA,1,7.24,14079
2514,898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.24,59207
2515,6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,"Action, Fantasy, Super Power",OVA,1,7.24,18795
2518,6610,Ibara no Ou,"Action, Mystery, Sci-Fi, Thriller",Movie,1,7.24,38670
2519,3270,IGPX: Immortal Grand Prix (2005),"Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13,7.24,11386
2522,25143,"Kono Danshi, Sekika ni Nayandemasu.","Drama, School, Shounen Ai",OVA,1,7.24,8873
2523,690,Kyuuketsuhime Miyu (TV),"Action, Demons, Drama, Horror, Vampire",TV,26,7.24,21550
2524,1164,Mahou Senshi Louie,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,24,7.24,12687
2525,872,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy, Magic",TV,40,7.24,16571
2528,8917,Mouretsu Pirates,"Sci-Fi, Space",TV,26,7.24,48245
2530,34034,Pokemon Sun &amp; Moon,"Action, Game, Kids, School",TV,0,7.23,11030
2532,3363,RD Sennou Chousashitsu,"Action, Sci-Fi",TV,26,7.24,16331
2533,4214,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,13,7.24,203958
2534,678,Shadow Skill: Eigi,"Adventure, Drama, Fantasy, Magic, Martial Arts, Shounen, Super Power",TV,26,7.24,7977
2535,19117,Toaru Hikuushi e no Koiuta,"Adventure, Drama, Romance",TV,13,7.24,53375
2538,13171,Wasurenagumo,"Comedy, Supernatural",Movie,1,7.24,18000
2540,1246,Yuugo: Koushounin,"Action, Drama, Military, Mystery, Psychological, Seinen",TV,13,7.24,6108
2541,8475,Asura,"Drama, Historical",Movie,1,7.23,16702
2542,24973,Bokura wa Minna Kawaisou Specials,Comedy,Special,14,7.23,7292
2543,32313,Concrete Revolutio: Choujin Gensou - The Last Song,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,11,7.23,16116
2546,2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi",Movie,2,7.23,26543
2549,5670,GA: Geijutsuka Art Design Class,"Comedy, School, Seinen, Slice of Life",TV,12,7.23,12825
2550,18411,Gingitsune,"Seinen, Slice of Life, Supernatural",TV,12,7.23,33429
2552,13561,Guilty Crown: 4-koma Gekijou,Comedy,Special,11,7.23,13053
2553,3121,Kodomo no Jikan OVA,"Comedy, Ecchi, School",OVA,3,7.23,20376
2554,1397,Macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49,7.23,15420
2556,1215,Mobile Suit Gundam Seed C.E.73: Stargazer,"Mecha, Military, Sci-Fi, Space",ONA,3,7.23,15203
2557,15719,Oda Nobuna no Yabou Soushuuhen,"Comedy, Historical, Romance",Special,1,7.23,5965
2558,1565,Pokemon Diamond &amp; Pearl,"Action, Adventure, Comedy, Fantasy, Kids",TV,191,7.23,48203
2559,31564,Sansha Sanyou,"Comedy, School, Slice of Life",TV,12,7.23,28423
2560,9055,Tamayura,"Comedy, Drama, Slice of Life",OVA,4,7.23,23883
2562,842,Ushio to Tora,"Action, Comedy, Horror",OVA,10,7.23,6086
2563,21189,"Wake Up, Girls! Shichinin no Idol","Drama, Music",Movie,1,7.23,14420
2564,553,Yami no Matsuei,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",TV,13,7.23,34177
2565,482,Yu☆Gi☆Oh!: Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen",TV,180,7.23,74331
2566,11339,A-Channel+smile,"Comedy, School, Seinen, Slice of Life",OVA,2,7.22,13671
2567,16201,Aku no Hana,"Drama, Psychological, Romance, School",TV,13,7.22,86669
2569,22677,Appleseed Alpha,"Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,1,7.22,8048
2570,23361,Bakuman. 3rd Season Specials,Comedy,Special,2,7.22,6765
2571,1576,Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama, Historical, Samurai",ONA,26,7.22,28097
2572,2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Shoujo,Special,1,7.22,10441
2574,6280,Cat Shit One,"Action, Fantasy, Military",ONA,1,7.22,19762
2576,21797,Chuunibyou demo Koi ga Shitai! Ren Lite,"Comedy, School",ONA,6,7.22,31544
2578,424,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi",TV,24,7.22,9131
2581,665,JoJo no Kimyou na Bouken: Adventure,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",OVA,7,7.22,20337
2583,32686,Keijo!!!!!!!!,"Ecchi, Shounen, Sports",TV,12,7.22,83438
2585,1738,Muteki Kanban Musume,"Action, Comedy, Martial Arts, Parody, Shounen",TV,12,7.22,12409
2587,785,Otaku no Video,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",OVA,2,7.22,13885
2589,1601,Red Garden,"Drama, Mystery",TV,22,7.22,27169
2592,1066,Shakugan no Shana Specials,"Comedy, Parody",Special,4,7.22,27261
2593,566,Tetsuwan Birdy,"Action, Comedy, Sci-Fi, Shounen",OVA,4,7.22,13855
2594,21085,Witch Craft Works,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12,7.22,106381
2595,1543,Yoake Mae yori Ruriiro na: Crescent Love,"Comedy, Romance, School, Sci-Fi",TV,12,7.22,22770
2596,29513,Aki no Kanade,"Music, School, Slice of Life",Movie,1,7.21,9611
2597,54,Appleseed (Movie),"Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen",Movie,1,7.21,49553
2598,762,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",Special,1,7.21,78111
2599,2043,Cat&#039;s Eye,"Action, Adventure, Comedy, Mystery, Romance",TV,73,7.21,7608
2602,10155,Dog Days,"Action, Adventure, Fantasy, Magic",TV,13,7.21,97809
2604,28211,Harmony,"Psychological, Sci-Fi",Movie,1,7.21,25245
2605,7088,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,12,7.21,203618
2606,4156,Ichigo Mashimaro Episode 0,Comedy,Special,1,7.21,9610
2607,432,Iria: Zeiram The Animation,"Action, Adventure, Sci-Fi, Space",OVA,6,7.21,10208
2608,31405,Joker Game,"Drama, Historical, Military",TV,12,7.21,102560
2609,9159,Kaibutsu Oujo (OVA),"Action, Comedy, Horror, Shounen, Supernatural",OVA,3,7.21,8690
2611,20649,Kimi no Iru Machi OVA,"Drama, Romance, Slice of Life",OVA,2,7.21,9866
2613,1588,Mamoru-kun ni Megami no Shukufuku wo!,"Comedy, Romance, School",TV,24,7.21,16922
2615,11761,Medaka Box,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,7.21,110042
2616,21603,Mekakucity Actors,"Comedy, Romance, Sci-Fi, Super Power, Supernatural",TV,12,7.21,198876
2617,1135,Munto: Toki no Kabe wo Koete,"Action, Fantasy, Magic, Super Power",OVA,1,7.21,7843
2619,11021,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",TV,24,7.21,55531
2620,1546,Negima!?,"Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",TV,26,7.21,44009
2621,1619,Negima!? Haru Special!?,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",OVA,1,7.21,13563
2622,1944,Photon,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,6,7.21,7935
2624,609,Saishuu Heiki Kanojo: Another Love Song,"Drama, Romance, Sci-Fi",OVA,2,7.21,12239
2625,6203,Sasameki Koto,"Comedy, Romance, School, Shoujo Ai",TV,13,7.21,34297
2627,1101,Tenchi Muyou! Manatsu no Eve,"Action, Comedy, Sci-Fi, Shounen, Space",Movie,1,7.21,10523
2630,19383,Yami Shibai,"Dementia, Horror, Supernatural",TV,13,7.21,33275
2631,1264,Yoroiden Samurai Troopers,"Adventure, Samurai, Sci-Fi, Shounen",TV,39,7.21,11015
2632,5458,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,"Adventure, Fantasy, Game, Shounen",Special,1,7.21,9429
2635,1079,Armitage III,"Action, Adventure, Mecha, Police, Romance, Sci-Fi",OVA,4,7.2,14930
2637,9907,Bokura no Live Kimi to no Life,Music,Music,1,7.2,10426
2638,6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",TV,12,7.2,121005
2642,9367,Freezing,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",TV,12,7.2,159273
2645,15811,Girls und Panzer Specials,"Military, School",Special,6,7.2,15228
2647,4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,"Action, Drama, Martial Arts",TV,13,7.2,6659
2650,16890,Makai Ouji: Devils and Realist,"Comedy, Demons, Fantasy, Historical, Mystery, School, Shoujo, Supernatural",TV,12,7.2,59819
2651,23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,"Comedy, Romance, Seinen, Slice of Life",OVA,1,7.2,21717
2654,4662,Neo Angelique Abyss: Second Age,"Adventure, Fantasy, Harem, Shoujo",TV,13,7.2,12975
2655,2490,One Piece: Mezase! Kaizoku Yakyuu Ou,"Comedy, Fantasy, Shounen, Sports",Movie,1,7.2,20054
2656,1564,Pokemon Advanced Generation,"Action, Adventure, Comedy, Fantasy, Kids",TV,192,7.2,67386
2659,32094,Reikenzan: Hoshikuzu-tachi no Utage,"Comedy, Fantasy, Magic",TV,12,7.2,30153
2660,20047,Sakura Trick,"Comedy, Romance, School, Seinen, Shoujo Ai, Slice of Life",TV,12,7.2,108011
2661,478,Sousei no Aquarion,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",TV,26,7.2,46647
2663,8986,Supernatural The Animation,"Action, Demons, Horror, Supernatural",OVA,22,7.2,18528
2664,23587,The iDOLM@STER Cinderella Girls,"Comedy, Drama, Music",TV,13,7.2,33042
2665,20035,Toaru Majutsu no Index: Endymion no Kiseki Special,"Action, Magic, Sci-Fi, Super Power",Special,1,7.2,11241
2666,1555,Tokimeki Memorial: Only Love,"Comedy, Harem, Romance, School",TV,25,7.2,24691
2668,3446,Biohazard: Degeneration,"Action, Horror, Sci-Fi",Movie,1,7.19,20172
2669,568,Bubblegum Crisis Tokyo 2040,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.19,20079
2670,831,Chicchana Yukitsukai Sugar,"Comedy, Fantasy, Slice of Life",TV,24,7.19,14955
2671,2354,Devilman: Tanjou-hen,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.19,7171
2673,393,Escaflowne,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,1,7.19,37379
2675,28539,Garo Movie: Divine Flame,"Action, Demons, Fantasy, Magic, Supernatural",Movie,1,7.18,7179
2676,3447,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,1,7.19,8937
2677,23619,Haiyore! Nyaruko-san W OVA,"Comedy, Ecchi, Parody",OVA,1,7.19,14585
2680,1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,"Drama, Fantasy, Harem, Romance, Shoujo",TV,12,7.19,5827
2681,1261,Kyattou Ninden Teyandee,"Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power",TV,54,7.19,7112
2682,149,Loveless,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",TV,12,7.19,85554
2683,33299,Magic-Kyun! Renaissance,"Magic, Music, Romance, School",TV,13,7.19,12095
2684,2931,Mokke,"Mystery, Slice of Life, Supernatural",TV,24,7.19,8362
2685,30016,Nanbaka,"Action, Comedy, Drama",TV,13,7.19,57325
2686,350,Ojamajo Doremi,"Comedy, Magic",TV,51,7.19,19222
2687,6324,Omamori Himari,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",TV,12,7.19,119572
2688,5279,Sekirei: Hajimete no Otsukai,Comedy,Special,1,7.19,32430
2691,3614,Yakushiji Ryouko no Kaiki Jikenbo,"Mystery, Police, Supernatural",TV,13,7.19,11002
2693,26165,Yuri Kuma Arashi,"Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,12,7.19,48549
2694,3354,Zombie-Loan Specials,"Action, Shounen, Supernatural",Special,2,7.19,22182
2695,493,Armitage III: Poly-Matrix,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,1,7.18,9186
2696,7817,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",TV,12,7.18,192719
2697,33080,Brotherhood: Final Fantasy XV,Action,ONA,5,7.18,29445
2702,32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,"Action, Adventure, Comedy, Fantasy, Romance",OVA,1,7.18,23370
2703,26057,Fate/kaleid liner Prisma☆Illya 2wei! OVA,"Comedy, Ecchi, Fantasy, Magic",OVA,1,7.18,14351
2704,1829,Gedo Senki,"Adventure, Fantasy, Magic",Movie,1,7.18,59243
2705,6867,Halo Legends,"Action, Drama, Military, Sci-Fi",ONA,9,7.18,21190
2707,247,Harukanaru Toki no Naka de: Hachiyou Shou,"Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26,7.18,14550
2708,8206,Hime Chen! Otogi Chikku Idol Lilpri,"Magic, Shoujo",TV,51,7.18,6118
2710,606,Kazemakase Tsukikage Ran,"Adventure, Comedy, Historical, Martial Arts, Samurai",TV,13,7.18,7893
2713,6379,Kyou no 5 no 2 (TV): Takarabako,"Comedy, Ecchi, School, Seinen",OVA,1,7.18,5553
2714,7066,Mahoromatic: I&#039;m Home!,"Comedy, Ecchi, Romance, Sci-Fi",Special,2,7.18,5760
2715,604,Mahou no Stage Fancy Lala,"Comedy, Drama, Magic, Music, Romance, Shoujo",TV,26,7.18,5991
2716,2044,Mahou no Tenshi Creamy Mami,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,7.18,5112
2717,5030,Maria†Holic,"Comedy, Parody, School, Shoujo Ai",TV,12,7.18,104663
2718,1110,Mermaid Melody Pichi Pichi Pitch Pure,"Adventure, Comedy, Magic, Romance, Shoujo",TV,39,7.18,19311
2722,32603,Okusama ga Seitokaichou!+!,"Comedy, Ecchi, Romance, School, Shounen",TV,12,7.17,37570
2723,461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.18,36558
2724,1569,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance, School",TV,12,7.18,42190
2725,11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.18,5158
2727,2369,Rental Magica,"Fantasy, Mystery, Supernatural",TV,24,7.18,39806
2728,20973,Sekai Seifuku: Bouryaku no Zvezda,"Action, Comedy, Fantasy",TV,12,7.18,67877
2731,6098,Sora no Manimani,"Comedy, Romance, School, Slice of Life",TV,12,7.18,28652
2733,448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,2,7.18,29039
2736,21439,Uta no☆Prince-sama♪ Maji Love Revolutions,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.18,27997
2739,31080,Anne Happy♪,"Comedy, School, Slice of Life",TV,12,7.17,32040
2740,284,Area 88 (TV),"Action, Drama, Military, Romance, Shounen",TV,12,7.17,7563
2741,286,B&#039;T X,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.17,5913
2742,23237,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,Special,7,7.17,20337
2744,992,Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,13,7.17,10636
2747,2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"Comedy, Ecchi, Magic, Romance, Supernatural",Movie,1,7.17,13115
2748,5978,Kannagi: Moshimo Kannagi ga Attara...,"Comedy, School, Shounen, Supernatural",Special,1,7.17,22155
2750,17741,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,12,7.17,63418
2752,252,Madlax,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995
2755,33003,Mahou Shoujo Ikusei Keikaku,"Action, Fantasy, Supernatural, Thriller",TV,12,7.17,46024
2756,442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,1,7.17,120571
2757,31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Game, Romance, School",TV,12,7.17,137102
2758,10302,Pokemon Diamond &amp; Pearl Specials,"Action, Comedy, Fantasy, Kids",Special,2,7.17,5913
2761,17391,Senyuu. Specials,"Action, Comedy, Fantasy, Shounen",Special,4,7.17,10194
2762,27441,Show By Rock!!,"Comedy, Music",TV,12,7.17,32061
2763,32038,Show By Rock!! #,"Comedy, Music",TV,12,7.17,8964
2765,1602,Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,7.17,14925
2771,548,Wonderful Days,"Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422
2772,31588,All Out!!,"School, Seinen, Sports",TV,25,7.16,35461
2774,1051,Ao no 6-gou,"Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487
2775,1554,Asatte no Houkou.,"Drama, Supernatural",TV,12,7.16,16909
2779,30383,Classroom☆Crisis,"School, Sci-Fi",TV,13,7.16,55977
2781,3033,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037
2783,16385,Dog Days&#039;&#039;,"Action, Adventure, Fantasy, Magic",TV,12,7.16,34576
2784,1045,Elf wo Karu Mono-tachi,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,7.16,13581
2788,9723,Hakuouki Hekketsuroku Episode 0,"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",Special,1,7.16,8025
2789,1592,Hataraki Man,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,11,7.16,13681
2790,7728,Hellsing: Psalm of Darkness,"Action, Seinen, Supernatural, Vampire",Special,1,7.16,15097
